0:0	despite that , we do n't have the slightest chance of terrorism taking place .	N/A	despite that , there is not the slightest chance for terrorism .	N/A	1	1	0-0 1-1 2-2 7-6 8-7 9-8 10-9 11-10 14-11 3-3 3-4 3-5 4-3 4-4 4-5 5-3 5-4 5-5 6-3 6-4 6-5		 
81:81	chen sheng , the 19-year-old contestant from hubei , took the sixth place for the time being with a total score of 342.60 .	N/A	the nineteen-year-old cheng chen from hubei placed in the sixth place with a score of 354.60	N/A	1	1	0-3 1-2 3-0 4-1 6-4 7-5 9-6 9-7 10-8 11-9 12-10 17-11 18-12 20-13 21-14 22-15		 
82:82	it has become crucial now to make all people aware of the phenomenon and to make public what is known about preventing and curing this illness .	N/A	it has become critical now to educate all citizens and spread knowledge on disease prevention and cure .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-6 10-6 13-9 14-5 15-10 16-10 17-11 18-11 19-11 20-12 21-14 22-15 23-16 24-13 25-13 26-17		 
83:83	in a statement , the agency called the information about assassination attempt " lies and cheap allegations . "	N/A	the agency described the assassination report as " cheap lies and allegations . "	N/A	1	1	4-0 5-1 6-2 6-6 7-3 8-5 10-4 12-7 13-9 14-10 15-8 16-11 17-12 18-13		 
84:84	the lebanese resistance movement , hizbollah , yesterday directed anti-aircraft artillery fire against israeli fighter planes in south lebanon .	N/A	the lebanese resistance group hizbullah launched anti-aircraft artillery at the israeli fighters in southern lebanon .	N/A	1	1	0-0 1-1 2-2 5-4 8-5 9-6 10-7 11-7 13-9 13-10 14-11 15-11 16-12 17-13 18-14 19-15 12-8		 
85:85	991 damaged areas of the dam have already been repaired . lots of bags and other needed supplies have already been sent from other cities in zhejiang .	N/A	the repair projects total 991 citywide . large quantities of grass bags and knitted bags have come from all over zhejiang .	N/A	1	1	0-4 4-0 10-6 11-7 11-8 12-9 13-10 13-11 14-12 17-14 18-15 21-16 22-17 25-19 26-20 27-21 9-1 15-13 16-13 23-18 24-18		 
86:86	this followed world health organization recommendations to reinforce capacities to deal with biological or chemical attacks in the wake of the september 11 terrorist attacks on the united states .	N/A	who instructed all countries to take protective measures against possible biologic and / or chemical attacks , following the sep 11 terrorist attacks .	N/A	1	1	2-0 3-0 4-0 5-1 6-4 7-5 9-8 10-8 11-8 12-10 13-13 14-14 15-15 20-18 21-19 22-20 23-21 24-22 29-23 8-6 8-7 16-17 17-17 18-17 19-17		 
87:87	the statement said the two men were captured by chinese soldiers in the northeastern regions nearby the border between south korea and north korea during the korean war .	N/A	the statement says that the two were captured in the northeast region adjacent to the border by chinese soldiers .	N/A	1	1	0-0 1-1 2-2 3-4 4-5 6-6 7-7 8-16 9-17 10-18 11-8 12-9 13-10 14-11 15-12 15-13 16-14 17-15 28-19		 
88:88	in this context , the head of the emergency department of international red cross peter rees has said that climate changes are resulting in natural catastrophes at international level .	N/A	in these circumstances , head of the indian red cross emergency aid peter raise said that the environmental changes generally cause natural disasters .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-4 6-5 7-6 8-10 12-8 13-9 14-12 15-13 17-14 18-15 19-16 19-17 20-18 22-20 23-20 24-21 25-22 29-23 9-11 21-20		 
89:89	as loser states , although germany and italy have now become democratic states , but is it adequate to just look back at the history regarding the past issues ?	N/A	germany and italy , as losing countries , had become democratic countries , but is it enough to just have a review of history ?	N/A	1	1	0-4 1-5 2-6 3-7 5-0 6-1 7-2 8-8 10-9 11-10 12-11 13-12 14-13 15-14 16-15 17-16 18-17 19-18 20-19 20-20 20-21 20-22 21-19 21-20 21-21 21-22 22-19 22-20 22-21 22-22 23-23 24-23 29-24		 
90:90	technically north and south korea are still at war .	N/A	they are still technically at war .	N/A	1	1	0-3 5-1 6-2 7-4 8-5 9-6 1-0 2-0 3-0 4-0		 
91:91	a small crowd of demonstrators gathered outside the kremlin in moscow , with many people waving the communist flag .	N/A	a small of number of demonstrators gathered outside the kremlin , waving communist party flags .	N/A	1	1	0-0 1-1 1-2 2-3 3-4 4-5 5-6 6-7 7-8 8-9 11-10 15-11 16-12 16-13 17-12 17-13 18-14 19-15		 
92:92	at the time , the talk broke down because of a demand brought forward by north korea .	N/A	at that time , the talks failed because of a request from north korea .	N/A	1	1	0-0 2-2 3-3 4-4 5-5 6-6 7-6 8-7 9-8 10-9 11-10 12-11 13-11 14-11 15-12 16-13 17-14 1-1		 
93:93	he announced last week that he intends to resign in the near future .	N/A	he announced last week that he intended to resign soon .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-9 11-9 12-9 13-10		 
94:94	later , some soldiers arrived in an armored personnel carrier and rescued the seriously wounded man .	N/A	later the military drove a military vehicle to rescue this badly wounded man .	N/A	1	1	0-0 2-1 2-2 3-1 3-2 4-3 6-4 7-5 8-6 9-6 11-7 11-8 12-9 13-10 14-11 15-12 16-13		 
95:95	deputies of national people 's congress are not satisfied with the reform in judicial system	N/A	npc deputies still not satisfied with the reform in the judicial system	N/A	1	1	0-1 2-0 3-0 4-0 5-0 7-3 8-4 9-5 10-6 11-7 12-8 13-9 13-10 14-11		 
96:96	it is to note that bahrain is hosting the headquarter of the fifth american navy fleet .	N/A	bahrain hosts the headquarters of the u.s. navy 's fifth fleet .	N/A	1	1	5-0 6-1 7-1 8-2 9-3 10-4 11-5 12-9 13-6 14-7 14-8 15-10 16-11		 
97:97	the old woman 's house is located close to where the shrapnel of a missile landed after the missile exploded two days ago .	N/A	the old woman 's house was close to where the fragments fell after the missile exploded two days ago .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 7-6 8-7 9-8 10-9 15-11 16-12 17-13 18-14 19-15 20-16 21-17 22-18 23-19 5-5 6-5 11-10 12-10 13-10 14-10		 
98:98	chuan leekpai expressed that it was not decided yet when to dismiss the congress and hold the general election in advance .	N/A	chuan leekpai said that he did not decide when to dismiss the congress and hold general election .	N/A	1	1	0-0 1-1 2-2 3-3 6-6 7-7 8-6 9-8 10-9 11-10 12-11 13-12 14-13 15-14 16-15 17-15 18-16 21-17 5-5		 
99:99	at least 12 people were killed in the fighting last week .	N/A	the fighting last week killed at least 12 .	N/A	1	1	0-5 1-6 2-7 3-7 5-4 7-0 8-1 9-2 10-3 11-8		 
100:100	northern alliance forces opposed to taliban organized a military parade that included 40 russian-made tanks .	N/A	anti-taliban northern alliance forces held a military parade with 40 russian-made tanks .	N/A	1	1	0-1 1-2 2-3 3-0 4-0 5-0 6-4 7-5 8-6 9-7 10-8 11-8 12-9 13-10 14-11 15-12		 
101:101	jin poa is located west of seoul .	N/A	kimpo is west to seoul .	N/A	1	1	2-1 4-2 5-3 6-4 7-5 0-0 1-0 3-2		 
102:102	however , in most cases , they have been promptly released .	N/A	but in most cases they were freed soon .	N/A	1	1	0-0 2-1 3-2 4-3 6-4 9-7 10-6 11-8 7-5 8-5		 
103:103	later , the military brought in an armored personnel carrier and saved this severely injured person .	N/A	later the military drove a military vehicle to rescue this badly wounded man .	N/A	1	1	0-0 2-1 3-2 4-3 5-3 6-4 7-5 8-5 9-6 11-8 12-9 13-10 14-11 15-12 16-13 10-7		 
104:104	the newspaper report pointed out the revised economic outlook has also extended the timeline for japan to get out of deflation by two years .	N/A	the revised prospect report also delays the time table of breaking off deflation for another 2 years .	N/A	1	1	5-0 6-1 10-4 11-5 12-6 13-7 13-8 14-9 17-10 17-11 18-10 18-11 19-10 19-11 20-12 21-13 22-15 23-16 24-17 7-2 7-3 8-2 8-3		 
105:105	almost 40 % of those who were interviewed felt that the local people like the non-british people better .	N/A	nearly 40 % of the interviewees thought the natives are partial to the non-british .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 4-5 5-4 5-5 6-4 6-5 7-4 7-5 8-6 9-6 10-7 11-8 12-8 14-12 15-13 16-13 18-14 13-9 13-10 13-11 17-9 17-10 17-11		 
106:106	he said , " peace can only be achieved when both sides are willing to come forth for it " .	N/A	" peace is impossible unless intended by both sides , " he said .	N/A	1	1	0-11 1-12 2-9 3-0 4-1 10-7 11-8 19-10 20-13 5-2 6-2 7-2 9-4 12-5 13-5 14-5 15-5 16-5 17-5 18-5		 
107:107	large numbers of israeli soldiers arrived at the scene to search the settlement and engage the armed palestinians in a fierce firefight .	N/A	huge israeli forces hurried to the settlement who combed the area and clashed with palestinians .	N/A	1	1	0-0 1-0 2-0 3-1 4-2 7-5 9-8 10-8 11-9 12-10 13-11 15-14 16-14 17-14 22-15 5-3 5-4 6-3 6-4 8-6 14-12 14-13 18-12 18-13 19-12 19-13 20-12 20-13 21-12 21-13		 
108:108	furthermore , there will be the showing of ten films that will stress the traditional fine arts and architecture , skills and modern life in japan .	N/A	10 films dealing with traditional fine arts , crafts and modern life in japan will also be shown .	N/A	1	1	0-15 3-14 4-16 5-17 6-17 7-17 8-0 9-1 12-2 12-3 13-4 14-4 15-5 16-6 17-6 18-6 19-7 20-8 21-9 22-10 23-11 24-12 25-13 26-18		 
109:109	chi haotian and his attache flew here on 29 to pay a six-day visit to tazania at the invitation of keenana .	N/A	chi 's delegation arrived on the 29th for a six-day visit at the invitation of kinana .	N/A	1	1	0-0 1-0 4-2 5-3 6-3 7-4 8-5 8-6 9-7 11-8 12-9 13-10 14-10 15-10 16-11 17-12 18-13 19-14 20-15 21-16 3-1 10-7		 
110:110	on tuesday , the three-member group flying at high altitude came across some political troubles when the balloon veered away from the charted course designated by the chinese authority .	N/A	on tuesday , this three-person team encountered political trouble when their hot air balloon deviated from a flight route stipulated by chinese authority .	N/A	1	1	0-0 1-1 2-2 4-4 5-5 10-6 11-6 13-7 14-8 15-9 17-11 17-12 17-13 18-14 19-14 20-15 21-16 22-17 23-18 24-19 25-20 26-21 27-21 28-22 29-23 3-3 16-10		 
111:111	he said : " the law is just and fair ; if he is innocent , i believe he will be released .	N/A	he said : " law is justice . if he is innocent , he will be set free .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-4 6-5 7-6 8-6 9-6 10-7 11-8 12-9 13-10 14-11 15-12 18-13 19-14 20-15 21-16 21-17 22-18		 
112:112	according to nagai , nhk top officials then re-edited the program and watered down its contents .	N/A	nagai said top nhk officials then re-edited and shortened the program .	N/A	1	1	0-1 1-1 2-0 4-3 5-2 6-4 7-5 8-6 9-9 10-10 11-7 12-8 13-8 14-8 15-8 16-11		 
113:113	however " the taliban has no contact with usama bin laden " according to the afghan envoy .	N/A	but taliban has no connection with him , according to afghan envoy .	N/A	1	1	0-0 2-1 3-1 4-2 5-3 6-4 7-5 11-7 12-8 13-9 14-10 15-10 16-11 17-12 8-6 9-6 10-6		 
114:114	before the mourning hall 's opening time , about 8 a.m. that morning , several dozen people had waited in a long line outside the hall 's gate .	N/A	by just after 8:00 , before the morning hall was scheduled to open , scores of people had lined up outside the door .	N/A	1	1	0-5 1-6 2-7 3-8 4-9 5-10 5-11 5-12 6-10 6-11 6-12 8-0 8-1 8-2 9-3 10-3 13-13 14-14 14-15 15-14 15-15 16-16 17-17 18-18 18-19 19-18 19-19 20-18 20-19 21-18 21-19 22-18 22-19 23-20 24-21 25-22 26-22 27-22 28-23		 
115:115	the report added that the government forces clashed with the attackers from the abu sayyaf group , which forced them to flee .	N/A	the report added that the government forces clashed with the abu sayaf guerillas , forcing them to flee .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-12 13-10 14-11 16-13 18-14 19-15 20-16 21-17 22-18		 
116:116	all the pieces presented in the concert were classic works from vienna , the city of music .	N/A	all the concert 's pieces were classics from the musical capital of vienna .	N/A	1	1	0-0 1-1 2-4 5-2 6-2 7-5 8-6 9-6 10-7 11-12 13-8 14-10 15-9 16-9 17-13 3-3 4-3 12-11		 
117:117	in the whole province 11 village and township enterprises have entered the rank of china 's " economically most efficient village and township enterprises " .	N/A	there are 11 township enterprises around the province have been rated as " greatest economic benefits enterprises " .	N/A	1	1	0-5 1-6 3-7 4-2 7-3 8-4 9-8 9-9 10-10 10-11 11-10 11-11 12-10 12-11 13-10 13-11 16-12 17-14 18-13 19-13 23-16 24-17 25-18		 
118:118	american news service , lutou news agency and french news agency reported the latest news from the information center of the chinese civil human rights movement separately .	N/A	ap , reuters and afp have respectively reported the latest news released by the china human rights and democratic movement information center .	N/A	1	1	3-1 7-3 11-7 12-8 13-9 14-10 15-11 15-12 16-13 17-20 18-21 20-14 21-14 22-15 23-15 24-16 25-19 26-6 27-22 0-0 1-0 2-0 4-2 5-2 6-2 8-4 9-4 10-4		 
119:119	however , if compared with july , there has been a slight increase of 1.4 % in the food and beverage sector .	N/A	but compared with july , the food index had increased a little bit by 1.4 % .	N/A	1	1	0-0 3-1 4-2 5-3 6-4 10-10 11-11 11-12 12-9 13-13 14-14 15-15 17-5 18-6 21-7 22-16 8-8 9-8		 
120:120	he said , " concerning his capabilities , it is not easy to find another one to take his place .	N/A	he said : " considering his ability , it 's difficult to replace him .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-10 12-11 13-12 13-13 14-12 14-13 15-12 15-13 16-12 16-13 17-12 17-13 18-12 18-13 19-12 19-13 20-14		 
121:121	the athlete occupying the second position temporarily is bob liso from germany with a total score of 355.02 , which is a little bit lower than that of lan wei .	N/A	the german contestant paul laze was placed second just below lan wei , and his score was 355.02 for the moment .	N/A	1	1	0-0 1-2 2-5 2-6 3-7 4-7 5-5 5-6 6-18 6-19 6-20 10-1 11-1 15-15 17-17 21-8 22-8 23-8 24-9 25-9 26-9 27-9 28-10 29-11 30-21 8-3 9-4 12-13 13-14 16-16		 
122:122	the israeli forces entered the palestinian areas of abu saneena and the district of al-sheikh thursday evening and destroyed a number of buildings from which armed palestinians were firing .	N/A	the israeli forces entered the abu snena and al-sheikh quarters on thursday evening and destroyed a number of homes from which palestinians had fired .	N/A	1	1	0-0 1-1 2-2 3-3 4-4 8-5 9-6 10-7 11-8 12-8 13-8 14-8 15-10 15-11 16-12 17-13 18-14 19-15 20-16 21-17 22-18 23-19 24-20 25-21 26-21 28-23 29-24 27-22		 
123:123	i think , it is likely that he will be convicted of the charges . "	N/A	and i think he is very possible to be guilty .	N/A	1	1	0-1 1-2 4-4 5-5 5-6 9-8 10-9 11-9 12-9 13-9 14-10 3-3 8-7		 
124:124	however , the irish republican army restated that it will stick to its " goal of building a republic " , that is the unification of the entire irish island .	N/A	ipa also reiterated that it would stick to its " republic goal " , e.g. the reunion of the whole ireland .	N/A	1	1	2-0 3-0 4-0 5-0 6-2 7-3 8-4 9-5 10-6 11-7 12-8 13-9 14-11 16-10 17-10 18-10 19-12 20-13 21-14 22-14 23-15 24-16 25-17 26-18 27-19 28-20 29-20 30-21 0-1		 
125:125	ladies and gentlemen , let 's take a look at the situation in china .	N/A	dear audience , let 's look at some situations in china .	N/A	1	1	3-2 4-3 5-4 6-5 7-5 8-5 9-6 11-8 12-9 13-10 14-11 0-0 0-1 1-0 1-1 2-0 2-1		 
126:126	he said , the united states believes that the target hit was an iraqi military command and controlling center .	N/A	he said that the us thought it was the command and control headquarters of iraqi forces	N/A	1	1	0-0 1-1 3-3 4-4 5-4 6-5 7-5 11-7 13-14 14-15 15-8 15-9 16-10 17-11 18-12 2-2 8-6 9-6 10-6		 
127:127	as the world 's largest debtor country , us is once again facing an increasing amount of foreign debt .	N/A	as the biggest debtor country , us has additional amount to its debt .	N/A	1	1	0-0 1-1 4-2 5-3 6-4 7-5 8-6 13-8 14-8 15-9 18-12 19-13 12-7 16-10		 
128:128	he said that : " i think , what really damaged our image were hua an 's speeches , but not what happened here . "	N/A	" i think the things happening here is not harmful to our image but the talks by anwar did " .	N/A	1	1	4-0 5-1 6-2 10-9 10-10 11-11 12-12 16-16 17-14 17-15 19-13 20-8 22-5 23-6 24-20 25-19 14-17 15-17 21-3 21-4		 
129:129	meanwhile , national front youth league indicated that foreign people , no matter foreign government , leaders , or mass media , should not interfere malaysia 's internal affairs .	N/A	meanwhile , the national youth league said no foreign governments , leaders or media should attempt to interfere in malaysia 's internal affairs .	N/A	1	1	0-0 1-1 2-2 2-3 3-4 4-4 5-5 6-6 7-6 11-7 12-7 13-8 14-9 15-10 16-11 18-12 19-13 20-13 22-14 23-7 24-18 25-19 26-20 27-21 28-22 29-23		 
